"","ID","User","Date","Likes","RTs","Ashley.Johnson","Brian.W..Foster","Critical.Role","Laura.Bailey","Liam.O.Brien","Marisha.Ray","Matthew.Mercer","Sam.Riegel","Talisen.Jaffe","Talks.Machina","Travis.Willingham","FAotW"
"194","1056931659105349634","StolenByFerrets",2018-11-01,5,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"195","1056923768398979072","skauing",2018-11-01,18,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"196","1056913502785269760","luminyary",2018-11-01,19,7,0,0,0,0,0,0,0,0,0,0,0,FALSE
"197","1056910698356334592","feywildfolio",2018-11-01,22,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"198","1056905920368787457","SaradoraArt",2018-11-01,21,6,0,0,0,0,0,0,0,0,0,0,0,FALSE
"199","1056898749119651840","Dodouxie",2018-11-01,27,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"200","1056897958590013440","hla_rosa",2018-11-01,748,130,0,0,0,0,0,0,0,0,0,0,0,FALSE
"201","1056881096980393985","Jesuisunelegume",2018-11-01,44,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"202","1056865386572828672","Caeodos1",2018-11-01,30,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"203","1056860206670393345","Rabdoidal",2018-11-01,116,18,0,0,0,0,0,0,0,0,0,0,0,FALSE
"204","1056856415539625985","entnoot",2018-11-01,31,12,0,0,0,0,0,0,0,0,0,0,0,FALSE
"205","1056850900910858240","drunken_pilot",2018-11-01,385,21,0,0,0,0,0,0,0,0,0,0,0,FALSE
"206","1056787413886849024","anthea_wright",2018-11-01,41,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"207","1056758618530279424","pumpkinpastas",2018-11-01,125,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
"208","1056752735486234624","Becca_Riverbird",2018-11-01,444,87,0,0,0,0,0,0,0,0,0,0,0,FALSE
"209","1056737143857516545","ambikyu",2018-11-01,47,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"210","1056735159066587137","Paula14477246",2018-11-01,43,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"211","1056725068796096512","josiahsdoodles",2018-11-01,7,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"212","1056719610706305029","scribblingbird",2018-11-01,11,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"213","1056711032318513152","Oakyboo",2018-11-01,19,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"214","1056694385209942017","VencelKang",2018-11-01,4,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"215","1056691614104674304","rachebones",2018-11-01,14,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"216","1056690815500779520","Puckboum_pro",2018-11-01,34,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"217","1056689431095242752","afterwits",2018-11-01,65,14,0,0,0,0,0,0,0,0,0,0,0,FALSE
"218","1056685894177034240","feywildfolio",2018-11-01,15,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"219","1056664431969648640","AvivOr",2018-11-01,440,37,0,0,0,0,0,0,0,0,0,0,0,FALSE
"220","1056663295757828097","BlackSalander",2018-11-01,76,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"221","1056657317935112197","alibeekai",2018-11-01,5,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"222","1056653816962125826","MateuszWilma",2018-11-01,15,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"223","1056652598361686019","HamsterCleric",2018-11-01,11,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"224","1056646717427408897","SonOfJoxer",2018-11-01,24,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
"225","1056631366203441152","melba_dnu",2018-11-01,9,3,0,0,0,0,0,0,0,0,0,0,0,FALSE
"226","1056621345189097473","pixel_magpie",2018-11-01,105,31,0,0,0,0,0,0,0,0,0,0,0,FALSE
"227","1056617731158507520","raindapple",2018-11-01,15,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"228","1056613939126034432","ArtByStarvin",2018-11-01,29,9,0,0,0,0,0,0,0,0,0,0,0,FALSE
"229","1056613525659897857","EviEnchantress",2018-11-01,15,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"230","1056598028558057472","opheliona",2018-11-01,30,8,0,0,0,0,0,0,0,0,0,0,0,FALSE
"231","1056596130274926592","TaliaMirai",2018-11-01,124,33,0,0,0,0,0,0,0,0,0,0,0,FALSE
"232","1056584232372445184","crowwithabrush",2018-11-01,6,2,0,0,0,0,0,0,0,0,0,0,0,FALSE
"233","1056529259987001345","anthea_wright",2018-11-01,30,5,0,0,0,0,0,0,0,0,0,0,0,FALSE
"234","1056501608752824321","AvivOr",2018-11-01,214,23,0,0,0,0,0,0,0,0,0,0,0,FALSE
"235","1056407104251027456","macabremoth",2018-11-01,8,4,0,0,0,0,0,0,0,0,0,0,0,FALSE
